traveling_time,waiting_time,headway
277,407,24.0
705,407,-39.0
1956,187,-152.0
1552,47,-201.0
1921,388,-146.0
402,368,-126.99999999999818
127,348,-100.99999999999818
1249,348,-201.99999999999818
1578,308,-135.0
402,268,-43.0
569,248,-67.0
1109,168,-71.0
1185,128,-60.0
1504,68,-80.0
404,180,-73.0
485,20,8.9900000000016
1126,470,-3.0099999999983993
1397,450,14.9900000000016
1473,410,40.0
343,290,58.0
870,290,44.0
343,170,84.0
726,170,72.0
1762,170,214.0
726,90,245.0
426,10,156.0
209,310,205.0
1301,310,294.0
209,230,323.0
500,230,320.0
129,90,285.0
636,90,251.0
382,50,361.0
382,30,394.0
437,180,430.0
1323,160,5.990000000001601
1242,100,-16.0099999999984
1159,80,-86.0099999999984
318,323,-49.0099999999984
951,224,-72.0099999999984
1350,124,-105.0
1954,104,-154.0
620,84,-198.0
877,64,-194.0
486,480,-221.0
1408,420,-269.0
228,360,-303.0
942,220,-326.0
1308,60,-309.0
810,40,-358.0
2215,0,-385.0
230,165,-512.0
755,145,-532.0
140,125,-513.0
1526,125,-531.0
474,292,-47.0099999999984
1711,272,-70.0099999999984
212,252,-66.0099999999984
1624,232,-50.0099999999984
2306,252,-40.0099999999984
1892,112,-56.0
2306,52,-89.0
2210,12,-113.0
2399,380,-153.0
787,300,-160.0
857,300,-166.0
727,280,-349.0
212,220,-339.0
212,200,-359.0
464,160,-384.0
2467,140,-451.0
1337,120,-473.0
2399,40,-464.0
464,20,-466.0
464,20,-532.0
780,326,83.9900000000016
1635,306,142.9900000000016
1949,266,140.9900000000016
1635,206,245.0
844,46,234.0
935,26,185.0
1635,26,199.0
1436,272,164.0
232,232,84.0
232,152,73.0
2067,92,112.0
1622,12,265.0
163,280,269.0
1365,260,227.0
163,220,389.0
751,160,197.0
1198,60,212.0
497,40,210.0
1725,387,245.0
981,147,255.0
1203,147,165.9900000000016
1440,147,143.9900000000016
1092,107,170.9900000000016
1632,107,184.0
661,47,196.0
1725,47,408.0
95,245,414.0
1212,25,476.0
1256,332,471.0
220,312,485.0
1415,272,571.0
103,72,602.0
319,52,622.0
659,12,620.0
365,244,633.0
126,124,654.0
508,104,593.0
1510,84,640.0
582,44,659.0
570,360,663.0
1578,280,-15.010000000002037
1435,200,23.989999999997963
1137,180,21.989999999997963
742,140,40.98999999999796
959,40,13.0
1544,260,70.0
625,160,83.0
327,40,86.0
1139,0,83.0
1500,200,57.0
1254,180,25.0
1044,140,53.0
1631,140,57.0
758,100,25.0
1500,60,-8.0
128,20,-14.0
961,0,-49.0
606,294,-73.0
538,154,-76.0
665,530,-84.0
665,470,17.989999999997963
1210,410,10.989999999997963
1502,390,20.989999999997963
747,370,-3.0100000000020373
747,350,36.98999999999796
1502,350,56.0
665,330,23.0
895,150,50.0
990,150,30.0
727,132,107.0
579,92,100.0
651,52,127.0
228,305,124.0
1398,205,146.0
911,185,138.0
394,85,92.0
1686,85,117.0
690,292,133.0
387,192,146.0
1013,152,140.0
1077,92,-17.010000000002037
1485,32,-2.0100000000020373
1485,12,-8.010000000002037
144,145,-9.010000000002037
623,25,45.0
1621,25,26.0
767,303,-19.0
1470,283,7.0
691,243,157.0
997,163,153.0
1636,163,176.0
1719,380,30.0
919,220,53.0
2026,40,113.0
287,20,183.0
1289,20,198.0
186,0,305.0
294,297,261.0
1324,217,258.0
1538,197,381.0
1814,177,-2.0100000000020373
171,137,30.989999999997963
1974,137,131.0
1538,117,157.0
364,363,177.0
1167,343,310.0
1538,343,300.0
1379,323,295.0
275,303,303.0
891,303,275.0
575,183,279.0
1858,183,224.0
156,143,201.0
1601,143,182.0
1311,123,179.0
275,63,161.0
1374,276,115.0
890,256,169.0
325,16,104.0
1194,332,-30.0
1408,332,-9.010000000002037
861,232,-14.010000000002037
795,212,-20.010000000002037
1496,212,-9.010000000002037
545,311,-26.0
269,271,-112.0
466,251,-145.0
1307,171,-152.0
1531,171,-260.0
1389,91,-240.0
789,71,-217.0
1237,51,-254.0
269,31,-262.0
1461,43,-356.0
1950,23,-354.0
1778,352,-363.0
885,272,-379.0
1518,272,-384.0
1165,252,-393.0
1518,212,-369.0
635,152,-5.009999999999991
981,112,49.99000000000001
1778,72,78.99000000000001
1587,32,93.99000000000001
450,243,91.99000000000001
1766,183,86.0
2168,183,103.0
1766,163,141.0
450,3,100.0
1208,304,37.0
1486,224,47.0
1410,184,123.0
159,164,110.0
68,104,83.0
1208,104,78.0
722,4,98.0
1488,217,137.0
810,197,235.0
1296,177,249.0
1370,177,271.0
884,77,23.98999999999978
810,57,28.98999999999978
1370,37,-23.01000000000022
1370,17,-32.0
849,363,-69.0
1219,363,-110.0
1592,363,-114.0
176,303,-193.0
1389,303,-203.0
492,263,-173.0
1592,203,-223.0
1389,183,-144.0
411,163,-95.0
1208,297,-87.0
1453,297,-207.0
397,277,-166.0
248,257,-89.0
1033,197,-81.0
999,337,-75.0
1428,317,4.0
1358,37,-10.010000000000218
696,337,-10.010000000000218
184,317,34.98999999999978
516,277,-85.01000000000022
696,277,-92.0
1341,277,-109.0
618,257,-109.0
696,257,-86.0
1595,237,-107.0
1400,197,-88.0
184,137,-93.0
1189,117,-165.0
516,97,-85.0
770,57,-18.0
184,37,-40.0
444,37,-34.0
531,303,-108.0
1264,303,-171.0
421,283,-170.0
1000,263,-190.0
421,243,-20.01000000000022
353,83,36.98999999999978
321,63,34.98999999999978
524,43,28.98999999999978
1181,3,6.0
1184,343,6.0
1481,323,-29.0
943,223,3.0
226,203,-1.0
1287,203,-77.0
943,163,-110.0
226,123,-167.0
662,83,-159.0
872,317,-206.0
627,277,-119.0
1078,137,-17.0
1952,137,-38.0
531,97,-14.0
2223,351,91.0
1953,331,37.0
2044,331,-0.010000000000218279
248,311,92.98999999999978
845,311,88.98999999999978
1864,291,85.98999999999978
1343,251,-11.010000000000218
1440,251,-34.0
1092,231,92.0
944,211,77.0
430,171,63.0
1642,171,58.0
2124,91,61.0
944,71,87.0
509,42,112.0
245,374,121.0
1781,294,113.0
500,274,103.0
411,234,104.0
1533,194,143.0
663,174,168.0
111,154,-13.0
171,134,-26.01000000000022
1097,134,-87.01000000000022
576,74,-98.01000000000022
1640,339,-100.01000000000022
107,239,-45.01000000000022
406,239,-116.0
696,219,-174.0
1181,159,-192.0
1342,119,-244.0
311,99,-206.0
1181,39,-173.0
293,218,-161.0
573,38,-152.0
838,334,-148.0
1118,254,-106.0
1670,154,-151.0
245,134,-95.0
973,301,-145.0
315,161,-159.0
1283,321,-192.0
424,281,28.98999999999978
919,241,14.989999999999782
484,181,0.9899999999997817
171,121,-1.0100000000002183
352,41,8.989999999999782
764,1,26.0
1283,1,20.00000000000182
1308,303,-16.0
1391,283,-17.0
1391,263,-25.0
1391,123,-34.0
243,43,-16.0
1840,56,-54.0
138,36,-58.0
1348,36,-3.0
1079,138,7.0
688,118,16.0
1079,58,-11.0
149,18,-33.0
1139,368,-41.0
1332,348,-38.0099999999984
1139,288,-39.0099999999984
252,228,-95.0099999999984
84,188,-103.0099999999984
1409,188,-127.0
657,168,-110.0
657,148,-103.0
657,28,-11.0
170,8,5.0
774,334,54.0
1130,314,225.0
619,294,210.0
774,274,281.0
1272,234,293.0
708,214,232.0
619,154,255.0
774,94,267.0
1270,348,263.0
1422,348,216.0
1637,288,219.0
1511,168,24.9900000000016
1342,148,30.9900000000016
707,88,20.9900000000016
901,48,-12.0099999999984
901,48,-10.0099999999984
729,309,33.0
1779,309,11.0
1274,249,-33.0
887,89,-88.0
78,69,-110.0
825,69,-171.0
1454,49,-204.0
125,295,-182.0
386,275,-148.0
778,255,-129.0
386,235,-181.0
454,235,-182.0
236,215,-280.0
125,115,-264.0
386,115,-160.0
832,115,64.9900000000016
1441,359,108.9900000000016
1527,359,116.9900000000016
1265,299,110.0
460,279,146.0
664,239,108.0
879,239,93.0
814,219,57.0
380,139,101.0
1050,139,95.0
1191,79,78.0
273,310,156.0
420,270,158.0
602,250,113.0
1122,250,297.0
1768,250,323.0
781,10,325.0
511,313,317.0
706,313,327.0
1068,253,321.0
251,153,-29.0099999999984
706,133,-41.0099999999984
922,133,-45.0099999999984
404,13,-126.0099999999984
637,316,-166.0
1443,316,-173.0
1093,176,-167.0
960,36,-159.0
206,163,-170.0
1513,143,-236.0
1316,123,-185.0
936,83,-185.0
1413,217,-244.0
383,157,-268.0
1282,117,-273.0
74,97,-286.0
922,17,-225.0
84,382,-229.0
1107,382,-244.0
1570,342,-289.0
1804,282,-6.009999999998399
1658,142,-14.0099999999984
1175,82,-12.0099999999984
1804,62,-19.0099999999984
72,224,-43.0
1203,224,14.0
483,24,-75.0
1186,401,-87.0
368,381,-141.0
1661,361,-159.0
539,281,-159.0
1661,281,-194.0
1048,221,-218.0
368,101,-295.0
296,61,-296.0
539,21,-329.0
692,299,-339.0
1018,299,-366.0
178,219,-386.0
1104,79,-366.0
379,19,43.98999999999796
167,313,45.98999999999796
1339,213,61.98999999999796
1500,193,139.0
1642,193,127.0
855,53,44.0
693,362,19.0
1754,362,-75.0
860,222,-24.0
1379,202,-79.0
1096,162,-73.0
1271,162,-136.0
578,122,-193.0
498,62,102.0
578,22,315.0
566,207,394.0
1272,147,375.0
600,266,440.0
1791,166,478.0
284,86,498.0
1044,86,-16.010000000002037
1083,433,-17.010000000002037
1083,273,-17.010000000002037
1186,153,-13.010000000002037
1600,113,-110.0
736,73,-113.0
1458,53,-135.0
424,13,-127.0
580,237,-107.0
1873,177,-117.0
1316,57,-99.0
1545,348,-98.0
618,288,-33.0
1316,288,-32.0
479,248,-44.0
561,228,-42.0
165,168,-32.0
1904,148,-29.0
756,28,-50.0
165,8,-36.0
1620,8,-13.010000000002037
80,300,-0.010000000002037268
826,300,-4.010000000002037
826,260,-17.010000000002037
416,200,5.989999999997963
740,180,43.0
152,160,28.0
330,140,11.0
1617,140,-5.0
1207,120,11.0
1535,100,45.0
1207,80,70.0
1207,80,92.0
576,0,97.0
248,310,83.0
1293,310,85.0
1487,310,90.0
689,210,47.0
248,190,-2.0
689,190,21.0
371,170,26.989999999997963
455,150,-72.01000000000204
1383,130,-119.01000000000204
168,351,-135.01000000000204
1930,331,-126.01000000000204
419,191,-168.0
419,151,-155.0
1524,91,-112.0
522,51,-128.0
419,31,-132.0
756,11,-130.0
783,182,-96.0
556,142,-121.0
1679,82,-35.0
1476,62,-36.0
1577,42,-29.0
556,2,-33.0
1221,433,-269.0
96,393,-248.0
710,313,-204.0
1499,273,23.989999999997963
1598,233,15.989999999997963
1436,213,-94.01000000000204
479,133,-104.01000000000204
1135,113,-114.01000000000204
1436,113,-120.0
1346,73,-131.0
1346,73,-244.0
354,13,-233.0
1436,13,-231.0
525,248,-228.0
670,168,-238.0
1104,128,-218.0
297,108,-256.0
1034,48,-297.0
371,8,-318.0
590,259,-327.0
961,259,-392.0
1469,179,-371.0
1033,139,-386.0
1238,139,26.99000000000001
883,39,32.99000000000001
1195,298,74.99000000000001
1273,278,43.0
752,258,47.0
1118,258,67.0
1118,178,73.0
1426,118,65.0
1118,58,83.0
616,38,34.0
1273,18,21.0
1202,322,-184.0
736,242,-190.0
442,202,-197.0
673,42,-168.0
281,22,-217.0
1580,246,-397.0000000000002
1335,226,-421.0000000000002
1691,206,-430.0000000000002
1270,186,-397.0000000000002
1270,186,11.989999999999782
320,166,8.989999999999782
1691,166,33.98999999999978
684,126,42.98999999999978
1172,126,22.98999999999978
1691,126,33.0
1172,46,131.0
1189,361,130.0
1120,201,121.0
1388,181,142.0
1388,141,114.0
98,121,158.0
98,81,286.0
690,81,309.0
1189,21,414.0
1485,21,447.0
1189,1,502.0
1611,351,501.0
1702,331,429.0
1206,131,458.0
167,71,-71.01000000000022
817,71,-96.01000000000022
1611,11,-45.01000000000022
316,263,-50.01000000000022
246,243,-60.01000000000022
985,203,-119.0
1219,203,-133.0
826,143,-117.0
1049,143,-283.0
1529,143,-291.0
423,63,-342.0
764,43,-340.0
1429,23,-310.0
764,3,-305.0
391,308,-314.0
1149,308,-321.0
1080,268,-310.0
953,228,-323.0
1428,228,-319.0
705,168,-348.0
423,223,-6.010000000000218
589,143,-106.01000000000022
1166,103,-116.01000000000022
1235,43,-99.01000000000022
1370,43,-169.0
84,3,-187.0
423,3,-229.0
269,264,-245.0
84,204,-219.0
1056,204,-233.0
1738,204,-188.0
718,184,-189.0
1851,144,-209.0
529,104,-209.0
913,264,-224.0
1894,264,-174.0
1162,244,-287.0
1513,224,-292.0
913,104,-269.0
271,64,-238.0
530,44,37.98999999999978
97,24,10.989999999999782
1513,24,6.989999999999782
986,347,12.989999999999782
1664,227,-98.0
812,207,-124.0
529,147,-111.0
1899,147,-168.0
812,107,-209.0
1278,107,-198.0
529,87,-223.0
418,47,-297.0
1135,347,-311.0
76,327,-337.0
900,327,-332.0
559,307,-414.0
1398,247,-422.0
900,47,-419.0
625,281,-456.0
1358,241,-460.0
1276,161,-69.01000000000022
528,141,-79.01000000000022
762,41,-105.01000000000022
982,320,-123.01000000000022
1341,200,-123.01000000000022
1444,80,-138.0
1702,40,-175.0
924,326,-182.0
1789,326,-172.0
924,246,-178.0
812,6,-170.0
1712,460,-178.0
1712,280,-210.0
1214,200,-304.0
1214,120,-329.0
1214,60,-337.0
802,204,-335.0
1736,204,-347.0
1665,164,-393.0
743,317,-368.0
279,277,-14.010000000000218
684,237,35.98999999999978
279,197,69.98999999999978
1362,97,93.98999999999978
1733,342,93.0
793,302,117.0
1733,262,79.0
793,162,131.99999999999818
1147,142,152.0
1147,82,82.0
406,42,84.0
1619,42,117.0
1479,22,133.0
823,365,168.0
1422,365,139.0
1759,205,160.0
244,125,62.0
501,45,90.0
1597,25,184.0
876,344,160.0
1799,264,-5.009999999998399
692,244,-14.0099999999984
1344,144,-45.0099999999984
72,124,-18.0099999999984
604,84,-8.0
1799,24,-6.0
1202,237,-8.0
78,77,-104.0
78,37,-138.0
1118,37,-150.0
1892,188,-143.0
173,128,-108.0
427,128,-116.0
1892,48,-91.0
1971,324,-115.0
268,224,-121.0
1856,204,-48.0
84,124,-60.0
523,44,-83.0
523,24,-112.0
341,4,30.9900000000016
1682,363,60.9900000000016
887,343,64.9900000000016
1165,283,41.9900000000016
825,263,109.0
344,163,134.0
1744,163,45.0
610,143,19.0
825,3,45.0
833,243,144.0
588,203,165.0
70,163,114.0
461,163,154.0
1501,163,174.0
943,123,137.0
1439,43,117.0
70,23,251.0
1080,339,280.0
1342,319,295.0
76,279,218.0
1829,239,21.9900000000016
783,179,17.9900000000016
967,159,17.9900000000016
1342,159,64.9900000000016
1162,99,274.0
1775,222,333.0
512,202,523.0
1099,202,530.0
1471,162,487.0
452,122,518.0
512,82,571.0
784,82,601.0
1775,62,601.0
249,396,660.0
842,396,670.0
747,336,667.0
924,336,688.0
1494,336,678.0
1430,316,696.0
453,276,689.0
354,256,-53.0099999999984
669,256,-92.0099999999984
80,196,-82.0099999999984
842,196,-77.0
1146,116,-41.0
181,96,-41.0
797,246,-76.0
957,206,-37.0
1165,86,9.0
1408,360,-17.0
491,320,-15.0
1408,320,-163.0
1486,240,-178.0
1252,140,-192.0
510,302,-215.0
871,242,-185.0
1795,62,-212.0
1857,62,-225.0
1044,307,-227.0
1142,287,-306.0
1210,247,-4.009999999998399
526,227,42.9900000000016
1084,317,-144.0099999999984
878,297,3.0
1646,257,-51.0
1215,77,-90.0
489,311,-100.0
84,271,-114.0
1910,171,-91.0
2008,171,-179.0
1467,151,-187.0
1910,71,-227.0
1704,51,-233.0
549,364,-256.0
1278,244,-254.0
333,204,-270.0
1636,226,-294.0
1170,86,-301.0
1636,6,-311.0
887,271,-298.0
58,11,23.9900000000016
334,286,-3.0099999999983993
1318,286,4.989999999997963
1567,166,23.989999999997963
453,146,35.0
404,298,31.0
1221,238,-51.0
495,38,-54.0
563,18,-70.0
1359,310,-83.0
428,290,-162.0
1179,290,-187.0
428,230,-187.0
1475,70,-197.0
1475,30,-194.0
867,210,-162.0
1294,210,-180.0
941,110,-195.0
941,70,-163.0
776,50,-194.0
867,30,-30.010000000002037
1867,336,-73.01000000000204
188,316,-116.01000000000204
377,276,-133.01000000000204
1008,216,-145.01000000000204
455,156,-148.01000000000204
1008,56,-190.0
455,16,-202.0
602,235,-201.0
715,235,-207.0
715,155,-270.0
1122,155,-273.0
602,115,-255.0
1122,55,-252.0
353,35,-252.0
602,35,-283.0
602,35,-308.0
1613,136,-310.0
463,36,-293.0
1084,16,-292.0
1220,260,5.989999999997963
1383,260,5.989999999997963
1220,240,7.989999999997963
449,199,39.98999999999796
371,179,69.0
449,179,69.0
1282,139,30.0
855,39,21.0
365,200,11.0
812,180,-42.0
1431,140,-125.0
1515,140,-56.0
956,352,-113.0
291,252,-269.0
1427,252,-281.0
602,112,-282.0
1427,112,-287.0
291,32,-223.0
1940,32,-234.0
1095,181,-285.0
1095,161,-13.010000000002037
271,141,-21.010000000002037
1837,121,-21.010000000002037
503,101,-10.0
1295,61,-33.0
1390,61,-118.0
365,461,-128.0
1623,421,-124.0
689,341,-225.0
1726,301,-192.0
1726,241,-222.0
1623,161,-221.0
1901,101,-268.0
755,1,-306.0
357,265,-286.0
684,205,-253.0
559,85,-253.0
279,45,-258.0
478,227,-321.0
1596,227,-239.0
478,207,-30.010000000002037
1025,207,-22.010000000002037
97,67,-30.010000000002037
1451,67,-49.01000000000204
194,151,-29.0
83,71,88.0
1153,355,100.0
419,115,89.0
1968,35,199.0
1732,372,193.0
634,212,270.0
511,112,301.0
1277,403,307.0
588,383,300.0
1277,123,297.0
334,43,335.0
498,3,333.0
738,314,369.0
1683,214,404.0
1270,134,299.0
800,114,20.99000000000001
550,260,0.9900000000000091
601,200,0.9900000000000091
101,180,2.990000000000009
1000,120,2.990000000000009
1059,60,-4.0
1008,275,49.0
719,235,-17.0
1090,155,-25.0
719,75,27.0
375,55,68.0
66,164,26.0
448,164,20.0
910,64,105.0
586,44,144.0
70,337,111.0
